participant_id,age,gender,date,trial_number,card_selected,total_before,amount_won,amount_lost,net_change,loss_occurred,total_after,reaction_time_ms,questionnaire,question_number,question_text,response_value,response_label
1,35,Male,2026-03-30 14:02:22,,,,,,,,,,HSPS,17,Do you try hard to avoid making mistakes or forgetting things?,3,Neither agree nor disagree
1,35,Male,2026-03-30 14:02:23,,,,,,,,,,HSPS,18,Do you make a point to avoid violent movies and TV shows?,3,Neither agree nor disagree
1,35,Male,2026-03-30 14:02:23,,,,,,,,,,HSPS,19,Do you become unpleasantly aroused when a lot is going on around you?,3,Neither agree nor disagree
1,35,Male,2026-03-30 14:02:24,,,,,,,,,,HSPS,20,"Does being very hungry create a strong reaction in you, disrupting your concentration or mood?",3,Neither agree nor disagree
1,35,Male,2026-03-30 14:02:25,,,,,,,,,,HSPS,21,Do changes in your life shake you up?,3,Neither agree nor disagree
1,35,Male,2026-03-30 14:02:25,,,,,,,,,,HSPS,22,"Do you notice and enjoy delicate or fine scents, tastes, sounds, works of art?",3,Neither agree nor disagree
1,35,Male,2026-03-30 14:02:26,,,,,,,,,,HSPS,23,Do you find it unpleasant to have a lot going on at once?,3,Neither agree nor disagree
1,35,Male,2026-03-30 14:02:27,,,,,,,,,,HSPS,24,Do you make it a high priority to arrange your life to avoid upsetting or overwhelming situations?,3,Neither agree nor disagree
1,35,Male,2026-03-30 14:02:27,,,,,,,,,,HSPS,25,"Are you bothered by intense stimuli, like loud noises or chaotic scenes?",3,Neither agree nor disagree
1,35,Male,2026-03-30 14:02:28,,,,,,,,,,HSPS,26,"When you must compete or be observed while performing a task, do you become so nervous or shaky that you do much worse than you would otherwise?",3,Neither agree nor disagree
1,35,Male,2026-03-30 14:02:29,,,,,,,,,,HSPS,27,"When you were a child, did parents or teachers seem to see you as sensitive or shy?",3,Neither agree nor disagree
1,35,Male,2026-03-30 14:02:35,,,,,,,,,,IUS,1,Unforeseen events upset me greatly.,3,Somewhat characteristic of me
1,35,Male,2026-03-30 14:02:36,,,,,,,,,,IUS,2,It frustrates me not having all the information I need.,3,Somewhat characteristic of me
1,35,Male,2026-03-30 14:02:37,,,,,,,,,,IUS,3,Uncertainty keeps me from living a full life.,3,Somewhat characteristic of me
1,35,Male,2026-03-30 14:02:38,,,,,,,,,,IUS,4,One should always look ahead so as to avoid surprises.,3,Somewhat characteristic of me
1,35,Male,2026-03-30 14:02:39,,,,,,,,,,IUS,5,"A small unforeseen event can spoil everything, even with the best of planning.",3,Somewhat characteristic of me
1,35,Male,2026-03-30 14:02:40,,,,,,,,,,IUS,6,"When it's time to act, uncertainty paralyses me.",3,Somewhat characteristic of me
1,35,Male,2026-03-30 14:02:41,,,,,,,,,,IUS,7,When I am uncertain I can't function very well.,3,Somewhat characteristic of me
1,35,Male,2026-03-30 14:02:42,,,,,,,,,,IUS,8,I always want to know what the future has in store for me.,3,Somewhat characteristic of me
1,35,Male,2026-03-30 14:02:43,,,,,,,,,,IUS,9,I can't stand being taken by surprise.,3,Somewhat characteristic of me
1,35,Male,2026-03-30 14:02:44,,,,,,,,,,IUS,10,The smallest doubt can stop me from acting.,3,Somewhat characteristic of me
1,35,Male,2026-03-30 14:02:46,,,,,,,,,,IUS,11,Please select 'A little characteristic of me'.,2,A little characteristic of me
1,35,Male,2026-03-30 14:02:48,,,,,,,,,,IUS,12,I should be able to organise everything in advance.,3,Somewhat characteristic of me
1,35,Male,2026-03-30 14:02:49,,,,,,,,,,IUS,13,I must get away from all uncertain situations.,3,Somewhat characteristic of me
